id,UBX-NAV-PVT:lon,UBX-NAV-PVT:lat,UBX-NAV-PVT:height,UBX-NAV-PVT:year,UBX-NAV-PVT:month,UBX-NAV-PVT:day,UBX-NAV-PVT:hour,UBX-NAV-PVT:min,UBX-NAV-PVT:sec
2550,-17657338,537903133,215793,2022,11,14,15,28,43
2551,-17657316,537903143,215723,2022,11,14,15,28,44
2552,-17657291,537903155,215636,2022,11,14,15,28,45
2553,-17657250,537903174,215496,2022,11,14,15,28,47
2554,-17657232,537903184,215434,2022,11,14,15,28,48
2555,-17657236,537903179,215499,2022,11,14,15,28,49
2556,-17657229,537903181,215478,2022,11,14,15,28,50
2557,-17657211,537903189,215398,2022,11,14,15,28,51
2558,-17657194,537903197,215326,2022,11,14,15,28,52
2559,-17657188,537903197,215397,2022,11,14,15,28,54
2560,-17657196,537903193,215499,2022,11,14,15,28,55
2561,-17657202,537903189,215570,2022,11,14,15,28,56
2562,-17657210,537903185,215691,2022,11,14,15,28,57
2563,-17657224,537903175,215951,2022,11,14,15,28,59
2564,-17657232,537903169,216076,2022,11,14,15,29,0
2565,-17657240,537903162,216185,2022,11,14,15,29,1
2566,-17657252,537903153,216324,2022,11,14,15,29,2
2567,-17657249,537903152,216371,2022,11,14,15,29,3
2568,-17657249,537903151,216395,2022,11,14,15,29,4
2569,-17657253,537903147,216443,2022,11,14,15,29,5
2570,-17657257,537903144,216471,2022,11,14,15,29,7
2571,-17657266,537903138,216528,2022,11,14,15,29,8
2572,-17657274,537903133,216530,2022,11,14,15,29,9
2573,-17657293,537903123,216568,2022,11,14,15,29,11
2574,-17657310,537903113,216646,2022,11,14,15,29,12
2575,-17657318,537903109,216651,2022,11,14,15,29,13
2576,-17657327,537903104,216676,2022,11,14,15,29,14
2577,-17657337,537903100,216709,2022,11,14,15,29,15
2578,-17657338,537903099,216692,2022,11,14,15,29,16
2579,-17657345,537903095,216716,2022,11,14,15,29,17
2580,-17657351,537903090,216710,2022,11,14,15,29,18
2581,-17657358,537903084,216733,2022,11,14,15,29,19
2582,-17657359,537903082,216728,2022,11,14,15,29,20
2583,-17657363,537903079,216747,2022,11,14,15,29,21
2584,-17657369,537903073,216760,2022,11,14,15,29,22
2585,-17657376,537903068,216779,2022,11,14,15,29,23
2586,-17657389,537903058,216832,2022,11,14,15,29,24
2587,-17657401,537903049,216872,2022,11,14,15,29,25
2588,-17657415,537903040,216910,2022,11,14,15,29,26
2589,-17657438,537903028,217013,2022,11,14,15,29,27
2590,-17657456,537903017,217065,2022,11,14,15,29,28
2591,-17657475,537903006,217115,2022,11,14,15,29,29
2592,-17657486,537903002,217123,2022,11,14,15,29,30
2593,-17657490,537903002,217093,2022,11,14,15,29,31
2594,-17657496,537903002,217068,2022,11,14,15,29,32
2595,-17657509,537902997,217076,2022,11,14,15,29,33
2596,-17657519,537902994,217051,2022,11,14,15,29,34
2597,-17657524,537902994,216999,2022,11,14,15,29,35
2598,-17657521,537902998,216903,2022,11,14,15,29,36
2599,-17657533,537902992,216912,2022,11,14,15,29,37
2600,-17657549,537902984,216960,2022,11,14,15,29,38
2601,-17657560,537902977,216982,2022,11,14,15,29,39
2602,-17657585,537902964,217113,2022,11,14,15,29,40
2603,-17657624,537902942,217265,2022,11,14,15,29,42
2604,-17657642,537902932,217356,2022,11,14,15,29,43
2605,-17657672,537902914,217542,2022,11,14,15,29,44
2606,-17657688,537902904,217623,2022,11,14,15,29,45
2607,-17657712,537902889,217770,2022,11,14,15,29,46
2608,-17657720,537902884,217807,2022,11,14,15,29,47
2609,-17657726,537902879,217831,2022,11,14,15,29,48
2610,-17657733,537902874,217847,2022,11,14,15,29,49
2611,-17657748,537902865,217920,2022,11,14,15,29,50
2612,-17657759,537902859,217964,2022,11,14,15,29,51
2613,-17657777,537902851,218048,2022,11,14,15,29,53
2614,-17657784,537902848,218076,2022,11,14,15,29,54
2615,-17657784,537902848,218056,2022,11,14,15,29,55
2616,-17657784,537902848,218054,2022,11,14,15,29,56
2617,-17657784,537902849,218059,2022,11,14,15,29,57
2618,-17657782,537902850,218060,2022,11,14,15,29,58
2619,-17657769,537902857,217995,2022,11,14,15,29,59
2620,-17657762,537902859,217975,2022,11,14,15,30,0
2621,-17657755,537902861,217971,2022,11,14,15,30,1
2622,-17657746,537902863,217953,2022,11,14,15,30,2
2623,-17657731,537902870,217899,2022,11,14,15,30,3
2624,-17657725,537902871,217915,2022,11,14,15,30,4
2625,-17657716,537902873,217903,2022,11,14,15,30,5
2626,-17657711,537902875,217905,2022,11,14,15,30,6
2627,-17657677,537902891,217764,2022,11,14,15,30,9
2628,-17657669,537902896,217742,2022,11,14,15,30,10
2629,-17657674,537902892,217806,2022,11,14,15,30,11
2630,-17657682,537902887,217865,2022,11,14,15,30,12
2631,-17657685,537902885,217887,2022,11,14,15,30,13
2632,-17657685,537902886,217888,2022,11,14,15,30,14
2633,-17657682,537902889,217861,2022,11,14,15,30,15
2634,-17657679,537902892,217848,2022,11,14,15,30,16
2635,-17657680,537902893,217845,2022,11,14,15,30,17
2636,-17657690,537902888,217960,2022,11,14,15,30,19
2637,-17657701,537902883,218095,2022,11,14,15,30,21
2638,-17657699,537902883,218149,2022,11,14,15,30,23
2639,-17657700,537902882,218194,2022,11,14,15,30,24
2640,-17657697,537902884,218212,2022,11,14,15,30,25
2641,-17657688,537902891,218181,2022,11,14,15,30,26
2642,-17657679,537902897,218179,2022,11,14,15,30,27
2643,-17657659,537902915,218073,2022,11,14,15,30,29
2644,-17657647,537902926,217982,2022,11,14,15,30,30
