id,UBX-NAV-PVT:lon,UBX-NAV-PVT:lat,UBX-NAV-PVT:height,UBX-NAV-PVT:year,UBX-NAV-PVT:month,UBX-NAV-PVT:day,UBX-NAV-PVT:hour,UBX-NAV-PVT:min,UBX-NAV-PVT:sec
6510,-17658558,537902688,221831,2022,11,14,16,38,54
6511,-17658557,537902688,221777,2022,11,14,16,38,55
6512,-17658558,537902686,221797,2022,11,14,16,38,56
6513,-17658561,537902682,221776,2022,11,14,16,38,57
6514,-17658557,537902687,221933,2022,11,14,16,38,58
6515,-17658554,537902690,221984,2022,11,14,16,38,59
6516,-17658557,537902685,221968,2022,11,14,16,39,0
6517,-17658561,537902684,222058,2022,11,14,16,39,1
6518,-17658562,537902681,222070,2022,11,14,16,39,2
6519,-17658562,537902677,222171,2022,11,14,16,39,3
6520,-17658562,537902674,222125,2022,11,14,16,39,4
6521,-17658563,537902671,222109,2022,11,14,16,39,5
6522,-17658562,537902671,222164,2022,11,14,16,39,6
6523,-17658561,537902670,222107,2022,11,14,16,39,7
6524,-17658559,537902670,222120,2022,11,14,16,39,8
6525,-17658559,537902665,222015,2022,11,14,16,39,9
6526,-17658560,537902665,221997,2022,11,14,16,39,10
6527,-17658562,537902665,222032,2022,11,14,16,39,11
6528,-17658567,537902655,222062,2022,11,14,16,39,12
6529,-17658572,537902644,222027,2022,11,14,16,39,13
6530,-17658575,537902639,222098,2022,11,14,16,39,14
6531,-17658579,537902632,222082,2022,11,14,16,39,15
6532,-17658577,537902624,222080,2022,11,14,16,39,16
6533,-17658575,537902620,221914,2022,11,14,16,39,17
6534,-17658575,537902613,221827,2022,11,14,16,39,18
6535,-17658578,537902606,221914,2022,11,14,16,39,19
6536,-17658580,537902599,221841,2022,11,14,16,39,20
6537,-17658576,537902594,221863,2022,11,14,16,39,21
6538,-17658576,537902591,221839,2022,11,14,16,39,22
6539,-17658572,537902590,221883,2022,11,14,16,39,23
6540,-17658571,537902584,221718,2022,11,14,16,39,24
6541,-17658568,537902575,222004,2022,11,14,16,39,25
6542,-17658568,537902561,222036,2022,11,14,16,39,26
6543,-17658567,537902548,222078,2022,11,14,16,39,27
6544,-17658566,537902535,222068,2022,11,14,16,39,28
6545,-17658564,537902524,222117,2022,11,14,16,39,29
6546,-17658559,537902518,222104,2022,11,14,16,39,30
6547,-17658555,537902511,222052,2022,11,14,16,39,31
6548,-17658550,537902504,222083,2022,11,14,16,39,32
6549,-17658549,537902495,222014,2022,11,14,16,39,33
6550,-17658545,537902492,221932,2022,11,14,16,39,34
6551,-17658540,537902492,221975,2022,11,14,16,39,35
6552,-17658535,537902493,221860,2022,11,14,16,39,36
6553,-17658533,537902494,221941,2022,11,14,16,39,37
6554,-17658530,537902497,221994,2022,11,14,16,39,38
6555,-17658530,537902503,221982,2022,11,14,16,39,39
6556,-17658529,537902511,221913,2022,11,14,16,39,40
6557,-17658522,537902519,221993,2022,11,14,16,39,41
6558,-17658518,537902526,221969,2022,11,14,16,39,42
6559,-17658520,537902530,222067,2022,11,14,16,39,43
6560,-17658520,537902532,222101,2022,11,14,16,39,44
6561,-17658516,537902536,222143,2022,11,14,16,39,45
6562,-17658516,537902537,222073,2022,11,14,16,39,46
6563,-17658515,537902538,222183,2022,11,14,16,39,47
6564,-17658512,537902537,222140,2022,11,14,16,39,48
6565,-17658512,537902536,222096,2022,11,14,16,39,49
6566,-17658512,537902535,222116,2022,11,14,16,39,50
6567,-17658511,537902531,222124,2022,11,14,16,39,51
6568,-17658516,537902525,222125,2022,11,14,16,39,52
6569,-17658516,537902521,222091,2022,11,14,16,39,53
6570,-17658513,537902519,222101,2022,11,14,16,39,54
6571,-17658515,537902514,222192,2022,11,14,16,39,55
6572,-17658511,537902510,222082,2022,11,14,16,39,56
6573,-17658516,537902500,222209,2022,11,14,16,39,57
6574,-17658518,537902493,222131,2022,11,14,16,39,58
6575,-17658519,537902485,222223,2022,11,14,16,39,59
6576,-17658518,537902476,222194,2022,11,14,16,40,0
6577,-17658522,537902468,222156,2022,11,14,16,40,1
6578,-17658525,537902458,222219,2022,11,14,16,40,2
6579,-17658527,537902450,222283,2022,11,14,16,40,3
6580,-17658527,537902440,222311,2022,11,14,16,40,4
6581,-17658529,537902430,222276,2022,11,14,16,40,5
6582,-17658529,537902420,222311,2022,11,14,16,40,6
6583,-17658528,537902411,222321,2022,11,14,16,40,7
6584,-17658526,537902403,222366,2022,11,14,16,40,8
6585,-17658527,537902393,222381,2022,11,14,16,40,9
6586,-17658529,537902385,222382,2022,11,14,16,40,10
6587,-17658532,537902377,222357,2022,11,14,16,40,11
6588,-17658532,537902370,222365,2022,11,14,16,40,12
6589,-17658535,537902365,222408,2022,11,14,16,40,13
6590,-17658538,537902358,222402,2022,11,14,16,40,14
6591,-17658539,537902353,222323,2022,11,14,16,40,15
6592,-17658539,537902348,222266,2022,11,14,16,40,16
6593,-17658537,537902344,222282,2022,11,14,16,40,17
6594,-17658538,537902339,222250,2022,11,14,16,40,18
6595,-17658536,537902335,222236,2022,11,14,16,40,19
6596,-17658535,537902331,222274,2022,11,14,16,40,20
6597,-17658530,537902327,222184,2022,11,14,16,40,21
6598,-17658524,537902324,222152,2022,11,14,16,40,22
6599,-17658521,537902321,222116,2022,11,14,16,40,23
