id,UBX-NAV-PVT:lon,UBX-NAV-PVT:lat,UBX-NAV-PVT:height,UBX-NAV-PVT:year,UBX-NAV-PVT:month,UBX-NAV-PVT:day,UBX-NAV-PVT:hour,UBX-NAV-PVT:min,UBX-NAV-PVT:sec
5679,-17660132,537903273,233734,2022,11,14,16,23,59
5680,-17660138,537903278,233764,2022,11,14,16,24,0
5681,-17660142,537903286,233777,2022,11,14,16,24,1
5682,-17660143,537903295,233761,2022,11,14,16,24,2
5683,-17660152,537903300,233807,2022,11,14,16,24,3
5684,-17660161,537903305,233893,2022,11,14,16,24,4
5685,-17660174,537903314,233921,2022,11,14,16,24,5
5686,-17660190,537903324,234014,2022,11,14,16,24,6
5687,-17660204,537903342,234112,2022,11,14,16,24,7
5688,-17660216,537903367,234177,2022,11,14,16,24,8
5689,-17660225,537903384,234252,2022,11,14,16,24,9
5690,-17660226,537903392,234346,2022,11,14,16,24,10
5691,-17660228,537903395,234460,2022,11,14,16,24,11
5692,-17660228,537903402,234522,2022,11,14,16,24,12
5693,-17660226,537903408,234547,2022,11,14,16,24,13
5694,-17660226,537903412,234614,2022,11,14,16,24,14
5695,-17660229,537903414,234707,2022,11,14,16,24,15
5696,-17660231,537903416,234779,2022,11,14,16,24,16
5697,-17660230,537903419,234798,2022,11,14,16,24,17
5698,-17660230,537903416,234878,2022,11,14,16,24,18
5699,-17660224,537903419,234863,2022,11,14,16,24,19
5700,-17660222,537903420,234901,2022,11,14,16,24,20
5701,-17660221,537903423,234897,2022,11,14,16,24,21
5702,-17660222,537903423,234910,2022,11,14,16,24,22
5703,-17660222,537903423,234932,2022,11,14,16,24,23
5704,-17660217,537903427,234870,2022,11,14,16,24,24
5705,-17660212,537903430,234778,2022,11,14,16,24,25
5706,-17660207,537903433,234683,2022,11,14,16,24,26
5707,-17660199,537903435,234576,2022,11,14,16,24,27
5708,-17660189,537903437,234452,2022,11,14,16,24,28
5709,-17660181,537903438,234361,2022,11,14,16,24,29
5710,-17660171,537903441,234252,2022,11,14,16,24,30
5711,-17660161,537903443,234147,2022,11,14,16,24,31
5712,-17660151,537903444,234039,2022,11,14,16,24,32
5713,-17660142,537903445,233965,2022,11,14,16,24,33
5714,-17660133,537903445,233890,2022,11,14,16,24,34
5715,-17660122,537903448,233749,2022,11,14,16,24,35
5716,-17660115,537903447,233677,2022,11,14,16,24,36
5717,-17660102,537903452,233504,2022,11,14,16,24,37
5718,-17660092,537903453,233377,2022,11,14,16,24,38
5719,-17660080,537903457,233217,2022,11,14,16,24,39
5720,-17660065,537903464,233009,2022,11,14,16,24,40
5721,-17660050,537903471,232808,2022,11,14,16,24,41
5722,-17660036,537903474,232671,2022,11,14,16,24,42
5723,-17660027,537903476,232530,2022,11,14,16,24,43
